accession,accession_no_version,description,package,target_short_name,target_scientific_name,target_taxid,species,taxid,segment,length,gc_content,seq_sha256,length_qc_flag,freq_A,freq_C,freq_G,freq_T,n_count,ambiguous_other_count,ambiguous_rate,valid_like_count,species_ncbi,taxid_ncbi,isolate,host,country,region,collection_date,nuc_completeness,segment_metadata,metadata_title,is_duplicate_seq_within_species_segment
PP058737.1,PP058737,"PP058737.1 Orthohantavirus andesense isolate 15631_L|Argentina|1998 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6540,0.3790519877675841,0ac1e78f4cb254e0e10e56a7b624ad744e66433aa5f3c9c961af1fd0c10e610f,within_expected_range,0.3232415902140673,0.1584097859327217,0.2206422018348623,0.2977064220183486,0,0,0.0,6540,,1980456,15631_L|Argentina|1998,,Argentina,,1998,PARTIAL,L,,False
MN258165.1,MN258165,"MN258165.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_13_12/24/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6541,0.3687509555113897,4048ce58dd4e640c849a20dca8d7c250249bb6cd1b1e96d7f371d9f7f2cf2640,within_expected_range,0.331906436324721,0.1551750496865922,0.2135759058247974,0.2993426081638893,0,0,0.0,6541,,1980456,Epuyen/18-19_Patient_13_12/24/18,,Argentina,,,COMPLETE,L,,False
MN258157.1,MN258157,"MN258157.1 Orthohantavirus andesense isolate NRC-2/97_06/01/1996 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6542,0.367554255810374,07c4ea0c3f9bf239a02bc949b401656d851c1651f75dcb511f3a0e962e754a5a,within_expected_range,0.3323072187163306,0.1545328613206095,0.2130213944897645,0.3001385254732954,45,0,0.0068786303882604,6542,,1980456,NRC-2/97_06/01/1996,,Argentina,,,COMPLETE,L,,False
MN258164.1,MN258164,"MN258164.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_12_12/19/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6542,0.3688474472638336,1241d73967d00ed7d361d46b79bebe778170775e20f90b3669bd96a107aa943d,within_expected_range,0.3318557016202996,0.1553041883216142,0.2135432589422195,0.2992968511158667,0,0,0.0,6542,,1980456,Epuyen/18-19_Patient_12_12/19/18,,Argentina,,,COMPLETE,L,,False
MN258183.1,MN258183,"MN258183.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_4_11/27/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6542,0.3690003057169061,5b88fbfe30e6f91acba6c298a7e2d868b7915677718c90c4954346d9b8336d67,within_expected_range,0.3318557016202996,0.1554570467746866,0.2135432589422195,0.2991439926627942,0,0,0.0,6542,,1980456,Epuyen/18-19_Patient_4_11/27/18,,Argentina,,,COMPLETE,L,,False
MN258184.1,MN258184,"MN258184.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_5_11/26/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6542,0.3688073394495413,3cb3b0f7620818e004d27c3c58d8463ca60993116709417474486f2a498d5b79,within_expected_range,0.3319571865443425,0.1551987767584098,0.2136085626911315,0.2992354740061162,2,0,0.0003057169061449,6542,,1980456,Epuyen/18-19_Patient_5_11/26/18,,Argentina,,,COMPLETE,L,,False
MN258166.1,MN258166,"MN258166.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_14_12/26/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6543,0.3689439095216261,56c43474ee9d8390f4d3b1753d38eb6d3d9f5525feb8b4c0cae2dec461c194fb,within_expected_range,0.3318049824239645,0.155433287482806,0.2135106220388201,0.2992511080544093,0,0,0.0,6543,,1980456,Epuyen/18-19_Patient_14_12/26/18,,Argentina,,,COMPLETE,L,,False
MN258169.1,MN258169,"MN258169.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_17_12/31/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6543,0.3687910744306892,f81135f0f01640ef67ce93376c7577505f9cde2a0bcc55438b37473a325bd205,within_expected_range,0.3319578175149014,0.1552804523918691,0.2135106220388201,0.2992511080544093,0,0,0.0,6543,,1980456,Epuyen/18-19_Patient_17_12/31/18,,Argentina,,,COMPLETE,L,,False
OP555732.1,OP555732,"OP555732.1 Orthohantavirus andesense isolate Andes/ARG_p3 RNA-dependent RNA polymerase gene, complete cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6544,0.3667481662591687,27851293aecca283d3b89273550e5c9bdc744415ad2dce59a64f337b300c8299,within_expected_range,0.3314486552567237,0.1532701711491442,0.2134779951100244,0.3018031784841076,0,0,0.0,6544,,1980456,Andes/ARG_p3,,Argentina,,,PARTIAL,L,,False
MN258159.1,MN258159,"MN258159.1 Orthohantavirus andesense isolate NRC-4/18_06/01/2018 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6545,0.3681234718826406,efe56869b79b5b129951c7b247aa2b34e05a105943d2ca51aa5f999be051c761,within_expected_range,0.3302261613691931,0.1532701711491442,0.2148533007334963,0.3016503667481662,1,0,0.0001527883880825,6545,,1980456,NRC-4/18_06/01/2018,,Argentina,,,COMPLETE,L,,False
MN258156.1,MN258156,"MN258156.1 Orthohantavirus andesense isolate Epilink/96_2/6/19 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6546,0.3678582340360525,8641f10a8f4788a2f9d61270093145b46c217fe59f8f26938197509294cf3219,within_expected_range,0.3334860983806905,0.1556675832569508,0.2121906507791017,0.2986556675832569,0,0,0.0,6546,,1980456,Epilink/96_2/6/19,,Argentina,,,COMPLETE,L,,False
MN258174.1,MN258174,"MN258174.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_22_1/1/19 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6546,0.3690803544149099,9df0f99fb57cd10b05a3bfc273e549ac346952e5c4bdeaaf9245db59eb31c585,within_expected_range,0.3318056828597617,0.1555148182095936,0.2135655362053162,0.2991139627253284,0,0,0.0,6546,,1980456,Epuyen/18-19_Patient_22_1/1/19,,Argentina,,,COMPLETE,L,,False
MN258185.1,MN258185,"MN258185.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_6_11/25/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6546,0.3689275893675527,288cccf61e0c3e659918aa616b78adc38baf729c061a60b063b3d60bdb29dc1c,within_expected_range,0.3319584479071188,0.1553620531622364,0.2135655362053162,0.2991139627253284,0,0,0.0,6546,,1980456,Epuyen/18-19_Patient_6_11/25/18,,Argentina,,,COMPLETE,L,,False
MN258186.1,MN258186,"MN258186.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_7_12/7/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6546,0.3688875305623472,5213043939836c9220c9bd096e929c267a3989229c696e537e557db42e2ad5c0,within_expected_range,0.3319070904645477,0.1552567237163814,0.2136308068459657,0.2992053789731051,2,0,0.0003055300947143,6546,,1980456,Epuyen/18-19_Patient_7_12/7/18,,Argentina,,,COMPLETE,L,,False
MN258171.1,MN258171,"MN258171.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_19_1/2/19 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6547,0.3690239804490606,2cf47b5fee1c7dd0a4d818bb75fa3e1c15cd10ad341a8e97b2571a9168c674d0,within_expected_range,0.3319077440048877,0.1553383228959829,0.2136856575530777,0.2990682755460516,0,0,0.0,6547,,1980456,Epuyen/18-19_Patient_19_1/2/19,,Argentina,,,COMPLETE,L,,False
MN258161.1,MN258161,"MN258161.1 Orthohantavirus andesense isolate NRC-6/18_05/21/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6548,0.3688712387352986,9af8f110b1a3aec570ac25ef64fa368499ffdcd6bb9db8a59d9209846a6a2052,within_expected_range,0.3325187108599358,0.1554910646097449,0.2133801741255536,0.2986100504047655,1,0,0.0001527183872938,6548,,1980456,NRC-6/18_05/21/18,,Argentina,,,COMPLETE,L,,False
MN258188.1,MN258188,"MN258188.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_9_12/12/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6549,0.3689112841655214,c6c5de0bc8d28b1920950b4f792eca16971589048aa4697beb9556a4cded3232,within_expected_range,0.3318063826538402,0.1552908841044434,0.213620400061078,0.2992823331806382,0,0,0.0,6549,,1980456,Epuyen/18-19_Patient_9_12/12/18,,Argentina,,,COMPLETE,L,,False
PV808469.1,PV808469,"PV808469.1 Orthohantavirus andesense isolate 137 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6549,0.3661627729424339,8d53600a988bb438850969f0d94d725ee4b2adedf966e08bb22c622476157858,within_expected_range,0.331195602382043,0.152084287677508,0.2140784852649259,0.3026416246755229,0,0,0.0,6549,,1980456,137,,Chile: Region de los Rios,,2024-06-27,COMPLETE,L,,False
PV808478.1,PV808478,"PV808478.1 Orthohantavirus andesense isolate CHI-Hu13724_P2 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6555,0.3659801678108314,f566e620d95eeaedb424b306e4539e5b1d93cd7bf8bb49d7361312b4fcaa065a,within_expected_range,0.331350114416476,0.1520976353928299,0.2138825324180015,0.3026697177726926,0,0,0.0,6555,,1980456,CHI-Hu13724_P2,,Chile,,2024-07-30,COMPLETE,L,,False
PV796318.1,PV796318,"PV796318.1 Orthohantavirus andesense isolate 136 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6556,0.3660768761439902,b4b3d3d01dfdb4b9e7942a499fb75dcba52871a3d2ae303995036927ba189801,within_expected_range,0.3311470408785845,0.1520744356314826,0.2140024405125076,0.3027760829774252,0,0,0.0,6556,,1980456,136,,Chile: Region de Los Rios,,2024-06-27,COMPLETE,L,,False
