accession,accession_no_version,description,package,target_short_name,target_scientific_name,target_taxid,species,taxid,segment,length,gc_content,seq_sha256,length_qc_flag,freq_A,freq_C,freq_G,freq_T,n_count,ambiguous_other_count,ambiguous_rate,valid_like_count,species_ncbi,taxid_ncbi,isolate,host,country,region,collection_date,nuc_completeness,segment_metadata,metadata_title,is_duplicate_seq_within_species_segment
PP151170.1,PP151170,"PP151170.1 Orthohantavirus andesense isolate BA02_ROM495 RNA-dependent RNA polymerase gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6443,0.3731181126804284,06df9ad70660ae947c1d7be84b2f00d19812e1e3fcfb08e3dbbacd52f7f19ca3,within_expected_range,0.3273319882042527,0.1569144808319106,0.2162036318485177,0.2995498991153189,0,0,0.0,6443,,1980456,BA02_ROM495,,Argentina: Buenos Aires,,2002,PARTIAL,L,,False
PP151171.1,PP151171,"PP151171.1 Orthohantavirus andesense isolate BA16_LJC1557 RNA-dependent RNA polymerase gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6443,0.3732733198820425,9d2f8e914b33fe9101fbf21e674e80e6e9d1373d9a3bfab12f3fc8446ea3433f,within_expected_range,0.3281080242123234,0.1575353096383672,0.2157380102436753,0.298618655905634,0,0,0.0,6443,,1980456,BA16_LJC1557,,Argentina: Buenos Aires,,2016,PARTIAL,L,,False
OP555735.1,OP555735,"OP555735.1 Orthohantavirus andesense isolate Andes/ARG-M.a. RNA-dependent RNA polymerase gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6462,0.3673785205818632,56ba68af77e5e1ad8e0b667a4490fce41cc198d9c69fd8eef2898222d3ff6b04,within_expected_range,0.3320953265242959,0.1533580934695141,0.2140204271123491,0.3005261528938409,0,0,0.0,6462,,1980456,Andes/ARG-M.a.,,Argentina,,,PARTIAL,L,,False
MN850093.1,MN850093,"MN850093.1 Orthohantavirus andesense strain AREB14/P1 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6464,0.3681930693069307,3a7de4e7155aecf2ccdd9a8e1fcdb8a146e0c759de27d0f81fef651e4894c85c,within_expected_range,0.333539603960396,0.1556311881188118,0.2125618811881188,0.2982673267326732,0,0,0.0,6464,,1980456,AREB14/P1,,,,,COMPLETE,L,,False
AY228239.1,AY228239,"AY228239.1 Andes virus strain CHI-7913 segment L RNA dependent RNA polymerase gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6466,0.3675174013921113,fc19040106b2e6ff9f8788695fd1ba754cd434e9e0ed01d521c70114d28798ce,within_expected_range,0.3328692962103635,0.1543696829079659,0.2131477184841454,0.2996133023975251,0,1,0.0001546551190844,6465,,1980456,CHI-7913,,Chile,,,PARTIAL,L,,False
MT956620.1,MT956620,"MT956620.1 Orthohantavirus andesense strain CHI-7913 segment L RNA-dependent RNA polymerase gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6466,0.3657593566347046,5f714d6105a431ac1051027485cb8fd3247513360a96f734c947d5fbcd751966,within_expected_range,0.3339004021033096,0.1531085678935972,0.2126507887411073,0.3003402412619858,0,0,0.0,6466,,1980456,CHI-7913,,Chile,,1999,PARTIAL,L,,False
KY659431.1,KY659431,"KY659431.1 Orthohantavirus andesense strain ANDV LS-CH-2016 RNA-dependent RNA polymerase gene, complete cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6470,0.3669242658423493,ff213bd85e310aba7bb5afd8fe1e722774713c58941904e52fd4fed8aeb3ce08,within_expected_range,0.3341576506955178,0.1536321483771252,0.2132921174652241,0.2989180834621329,0,0,0.0,6470,,1980456,ANDV LS-CH-2016,,Switzerland,,2016-12-26,PARTIAL,L,,False
PP151169.1,PP151169,"PP151169.1 Orthohantavirus andesense isolate BA02_AOA490 RNA-dependent RNA polymerase gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6473,0.3729337247026108,d054c57036f6cc5a9d99b4805077149235ea78b919e9043818d9d00eb540728f,within_expected_range,0.3276687780009269,0.1568051907925227,0.216128533910088,0.2993974972964622,0,0,0.0,6473,,1980456,BA02_AOA490,,Argentina: Buenos Aires,,2002,PARTIAL,L,,False
OP555733.1,OP555733,"OP555733.1 Orthohantavirus andesense isolate Andes/ARG_p9 RNA-dependent RNA polymerase gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6475,0.3669498069498069,16f4ad550e77736291dcae535418d72999fb326e9e955464ebe4574786c2584b,within_expected_range,0.3325096525096525,0.1532046332046332,0.2137451737451737,0.3005405405405405,0,0,0.0,6475,,1980456,Andes/ARG_p9,,Argentina,,,PARTIAL,L,,False
OP555734.1,OP555734,"OP555734.1 Orthohantavirus andesense isolate Andes/ARG_p19 RNA-dependent RNA polymerase gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6475,0.3667953667953668,ab36914283e6b2540b42a3f039cea2e5ca0ec7103d856804135c4273ebd38157,within_expected_range,0.3325096525096525,0.153050193050193,0.2137451737451737,0.3006949806949807,0,0,0.0,6475,,1980456,Andes/ARG_p19,,Argentina,,,PARTIAL,L,,False
PQ215670.1,PQ215670,"PQ215670.1 Orthohantavirus andesense strain Epuyen RNA polymerase RNA dependent gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6477,0.3697699552261849,484d8b58c5c9a5af7bdce0c9e578996d8126afa02ffcc58eb27790bffd17bfdb,within_expected_range,0.3328701559363903,0.1553188204415624,0.2144511347846225,0.2973598888374247,0,0,0.0,6477,,1980456,Epuyen,,Argentina,,2022,PARTIAL,,,False
PP151166.1,PP151166,"PP151166.1 Orthohantavirus andesense isolate BA02_VVN481 RNA-dependent RNA polymerase gene, partial cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6482,0.3742672014810244,cd7f7a2e81c65ee866da30001c7833a355e3611b45ea3ec598afaddbd25061b7,within_expected_range,0.3262881826596729,0.1572045664918235,0.2170626349892008,0.2994446158593027,0,0,0.0,6482,,1980456,BA02_VVN481,,Argentina: Buenos Aires,,2002,PARTIAL,L,,False
MN258162.1,MN258162,"MN258162.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_10_12/10/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6528,0.3699142634450507,7ca098894f27f0cbf0c8d4ba4bb063137e82d38288014a8a2904856a846834ae,within_expected_range,0.3312548713951675,0.1557287607170693,0.2141855027279813,0.2988308651597817,113,0,0.0173100490196078,6528,,1980456,Epuyen/18-19_Patient_10_12/10/18,,Argentina,,,COMPLETE,L,,False
MN850095.1,MN850095,"MN850095.1 Orthohantavirus andesense strain AREB14/P3 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6528,0.3673406862745098,24768497cbd4cb6a427e5213a85428ff9a8ee29527acc8d3a089198504a6265c,within_expected_range,0.3334865196078431,0.1548713235294117,0.212469362745098,0.2991727941176471,0,0,0.0,6528,,1980456,AREB14/P3,,,,,COMPLETE,L,,False
MN258163.1,MN258163,"MN258163.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_11_12/15/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6529,0.3690585709904937,3c85db7a3b0c384aaceb7344b87777467405800ba1ff77a2390cee84c4123442,within_expected_range,0.3321067157313707,0.1553204538485127,0.213738117141981,0.2988347132781355,7,0,0.0010721396844846,6529,,1980456,Epuyen/18-19_Patient_11_12/15/18,,Argentina,,,COMPLETE,L,,False
MN258167.1,MN258167,"MN258167.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_15_12/26/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6531,0.3688562241616904,5c39b9711fd7ca290aecf9de9459a35e4379f5666f8762a4f2f05f400a838dd6,within_expected_range,0.33210840606339,0.1552595314653192,0.2135966926963711,0.2990353697749196,0,0,0.0,6531,,1980456,Epuyen/18-19_Patient_15_12/26/18,,Argentina,,,COMPLETE,L,,False
MN258170.1,MN258170,"MN258170.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_18_12/31/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6531,0.3690292758089368,f7592de55ef64663e67d49217d01e3331f028ace6c239d6a26dbb85a847fc0ae,within_expected_range,0.3318952234206471,0.1546995377503852,0.2143297380585516,0.299075500770416,41,0,0.0062777522584596,6531,,1980456,Epuyen/18-19_Patient_18_12/31/18,,Argentina,,,COMPLETE,L,,False
MN850096.1,MN850096,"MN850096.1 Orthohantavirus andesense strain ARCH14/NRC1 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6531,0.3673250650742612,e8828fcacc6a70781637ad68a610d7ded9bb51cedcdb69a82cf16a8e19547517,within_expected_range,0.3313428265196754,0.1538814882866329,0.2134435767876282,0.3013321084060634,0,0,0.0,6531,,1980456,ARCH14/NRC1,,,,,COMPLETE,L,,False
MN258176.1,MN258176,"MN258176.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_24_1/3/19 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6532,0.3687997550520514,ff2f98e6bafe35bf6ee548b2a14375543500da15c5f4c9452d9644c05cd4f1d7,within_expected_range,0.3320575627679118,0.1552357624004899,0.2135639926515615,0.2991426821800367,0,0,0.0,6532,,1980456,Epuyen/18-19_Patient_24_1/3/19,,Argentina,,,COMPLETE,L,,False
MN850097.1,MN850097,"MN850097.1 Orthohantavirus andesense strain ARLA17/NRC2 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6532,0.3675750153092468,6df44fb828850d13e01327375c805e14b3cdd2046be923fdaeb7648f4377d0fe,within_expected_range,0.3320575627679118,0.1538579301898346,0.2137170851194121,0.3003674219228414,0,0,0.0,6532,,1980456,ARLA17/NRC2,,,,,COMPLETE,L,,False
MN258179.1,MN258179,"MN258179.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_27_1/8/19 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6533,0.3687433032297566,01f46be22ff7c0e8dcbc064418a6e724511cbd3fb2ce8201a7f115bcdd2270bc,within_expected_range,0.3320067350375019,0.1552120006122761,0.2135313026174805,0.2992499617327415,0,0,0.0,6533,,1980456,Epuyen/18-19_Patient_27_1/8/19,,Argentina,,,COMPLETE,L,,False
PP058738.1,PP058738,"PP058738.1 Orthohantavirus andesense isolate 807266_L|Paraguay|1997 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6537,0.3674468410585895,44b73f21f6abbe8bee7e4172de13c01c3a68cfe2d68111df3c63fb944d95e296,within_expected_range,0.3307327520269236,0.1549640507878231,0.2124827902707664,0.3018204069144867,0,0,0.0,6537,,1980456,807266_L|Paraguay|1997,,Paraguay,,1997,PARTIAL,L,,False
OQ092243.1,OQ092243,"OQ092243.1 Andes orthohantavirus strain VARS/22-01 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6538,0.373661670235546,5b147c1b85ff109707fc9b737adf3757e4d78007b6c724d1324f8daa1f9bef5d,within_expected_range,0.3257877026613643,0.1579993881921076,0.2156622820434383,0.3005506271030896,0,0,0.0,6538,,1980456,VARS/22-01,,Brazil,,2022-12-09,COMPLETE,L,,False
MN258160.1,MN258160,"MN258160.1 Orthohantavirus andesense isolate NRC-5/18_06/01/2018 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6539,0.3617282059138961,80a49295710645db9f377993f2c1f8cca9910ba63cf63a999794d04bc7c4b762,within_expected_range,0.3343036617128849,0.1506051784893519,0.2111230274245442,0.3039681323732189,12,0,0.0018351429882244,6539,,1980456,NRC-5/18_06/01/2018,,Argentina,,,COMPLETE,L,,False
MN258173.1,MN258173,"MN258173.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_20_1/1/19 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6539,0.3687108120507723,b4b16eaa2015735aab0e5148e7ed641c0671e1b34e3a0a5fd614631a696e2999,within_expected_range,0.3321608808686343,0.1550695825049702,0.2136412295458021,0.2991283070805933,0,0,0.0,6539,,1980456,Epuyen/18-19_Patient_20_1/1/19,,Argentina,,,COMPLETE,L,,False
MN258182.1,MN258182,"MN258182.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_3_11/20/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6539,0.3687108120507723,47bc168adf96d1fc918903dbc32eb98350ab41828c563c8c4a868ee820d70759,within_expected_range,0.3320079522862823,0.1550695825049702,0.2136412295458021,0.2992812356629454,0,0,0.0,6539,,1980456,Epuyen/18-19_Patient_3_11/20/18,,Argentina,,,COMPLETE,L,,False
MN258158.1,MN258158,"MN258158.1 Orthohantavirus andesense isolate NRC-3/18_06/01/1997 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6540,0.3675840978593272,d351df533b2f74e43a57c426fa3bd59bb7ffce7ad4c2e62ce00da3165b7fd270,within_expected_range,0.3307339449541284,0.1529051987767584,0.2146788990825688,0.3016819571865443,0,0,0.0,6540,,1980456,NRC-3/18_06/01/1997,,Argentina,,,COMPLETE,L,,False
PP058737.1,PP058737,"PP058737.1 Orthohantavirus andesense isolate 15631_L|Argentina|1998 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6540,0.3790519877675841,0ac1e78f4cb254e0e10e56a7b624ad744e66433aa5f3c9c961af1fd0c10e610f,within_expected_range,0.3232415902140673,0.1584097859327217,0.2206422018348623,0.2977064220183486,0,0,0.0,6540,,1980456,15631_L|Argentina|1998,,Argentina,,1998,PARTIAL,L,,False
MN258165.1,MN258165,"MN258165.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_13_12/24/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6541,0.3687509555113897,4048ce58dd4e640c849a20dca8d7c250249bb6cd1b1e96d7f371d9f7f2cf2640,within_expected_range,0.331906436324721,0.1551750496865922,0.2135759058247974,0.2993426081638893,0,0,0.0,6541,,1980456,Epuyen/18-19_Patient_13_12/24/18,,Argentina,,,COMPLETE,L,,False
MN258157.1,MN258157,"MN258157.1 Orthohantavirus andesense isolate NRC-2/97_06/01/1996 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6542,0.367554255810374,07c4ea0c3f9bf239a02bc949b401656d851c1651f75dcb511f3a0e962e754a5a,within_expected_range,0.3323072187163306,0.1545328613206095,0.2130213944897645,0.3001385254732954,45,0,0.0068786303882604,6542,,1980456,NRC-2/97_06/01/1996,,Argentina,,,COMPLETE,L,,False
MN258164.1,MN258164,"MN258164.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_12_12/19/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6542,0.3688474472638336,1241d73967d00ed7d361d46b79bebe778170775e20f90b3669bd96a107aa943d,within_expected_range,0.3318557016202996,0.1553041883216142,0.2135432589422195,0.2992968511158667,0,0,0.0,6542,,1980456,Epuyen/18-19_Patient_12_12/19/18,,Argentina,,,COMPLETE,L,,False
MN258183.1,MN258183,"MN258183.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_4_11/27/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6542,0.3690003057169061,5b88fbfe30e6f91acba6c298a7e2d868b7915677718c90c4954346d9b8336d67,within_expected_range,0.3318557016202996,0.1554570467746866,0.2135432589422195,0.2991439926627942,0,0,0.0,6542,,1980456,Epuyen/18-19_Patient_4_11/27/18,,Argentina,,,COMPLETE,L,,False
MN258184.1,MN258184,"MN258184.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_5_11/26/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6542,0.3688073394495413,3cb3b0f7620818e004d27c3c58d8463ca60993116709417474486f2a498d5b79,within_expected_range,0.3319571865443425,0.1551987767584098,0.2136085626911315,0.2992354740061162,2,0,0.0003057169061449,6542,,1980456,Epuyen/18-19_Patient_5_11/26/18,,Argentina,,,COMPLETE,L,,False
MN258166.1,MN258166,"MN258166.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_14_12/26/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6543,0.3689439095216261,56c43474ee9d8390f4d3b1753d38eb6d3d9f5525feb8b4c0cae2dec461c194fb,within_expected_range,0.3318049824239645,0.155433287482806,0.2135106220388201,0.2992511080544093,0,0,0.0,6543,,1980456,Epuyen/18-19_Patient_14_12/26/18,,Argentina,,,COMPLETE,L,,False
MN258169.1,MN258169,"MN258169.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_17_12/31/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6543,0.3687910744306892,f81135f0f01640ef67ce93376c7577505f9cde2a0bcc55438b37473a325bd205,within_expected_range,0.3319578175149014,0.1552804523918691,0.2135106220388201,0.2992511080544093,0,0,0.0,6543,,1980456,Epuyen/18-19_Patient_17_12/31/18,,Argentina,,,COMPLETE,L,,False
OP555732.1,OP555732,"OP555732.1 Orthohantavirus andesense isolate Andes/ARG_p3 RNA-dependent RNA polymerase gene, complete cds",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6544,0.3667481662591687,27851293aecca283d3b89273550e5c9bdc744415ad2dce59a64f337b300c8299,within_expected_range,0.3314486552567237,0.1532701711491442,0.2134779951100244,0.3018031784841076,0,0,0.0,6544,,1980456,Andes/ARG_p3,,Argentina,,,PARTIAL,L,,False
MN258159.1,MN258159,"MN258159.1 Orthohantavirus andesense isolate NRC-4/18_06/01/2018 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6545,0.3681234718826406,efe56869b79b5b129951c7b247aa2b34e05a105943d2ca51aa5f999be051c761,within_expected_range,0.3302261613691931,0.1532701711491442,0.2148533007334963,0.3016503667481662,1,0,0.0001527883880825,6545,,1980456,NRC-4/18_06/01/2018,,Argentina,,,COMPLETE,L,,False
MN258156.1,MN258156,"MN258156.1 Orthohantavirus andesense isolate Epilink/96_2/6/19 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6546,0.3678582340360525,8641f10a8f4788a2f9d61270093145b46c217fe59f8f26938197509294cf3219,within_expected_range,0.3334860983806905,0.1556675832569508,0.2121906507791017,0.2986556675832569,0,0,0.0,6546,,1980456,Epilink/96_2/6/19,,Argentina,,,COMPLETE,L,,False
MN258174.1,MN258174,"MN258174.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_22_1/1/19 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6546,0.3690803544149099,9df0f99fb57cd10b05a3bfc273e549ac346952e5c4bdeaaf9245db59eb31c585,within_expected_range,0.3318056828597617,0.1555148182095936,0.2135655362053162,0.2991139627253284,0,0,0.0,6546,,1980456,Epuyen/18-19_Patient_22_1/1/19,,Argentina,,,COMPLETE,L,,False
MN258185.1,MN258185,"MN258185.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_6_11/25/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6546,0.3689275893675527,288cccf61e0c3e659918aa616b78adc38baf729c061a60b063b3d60bdb29dc1c,within_expected_range,0.3319584479071188,0.1553620531622364,0.2135655362053162,0.2991139627253284,0,0,0.0,6546,,1980456,Epuyen/18-19_Patient_6_11/25/18,,Argentina,,,COMPLETE,L,,False
MN258186.1,MN258186,"MN258186.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_7_12/7/18 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6546,0.3688875305623472,5213043939836c9220c9bd096e929c267a3989229c696e537e557db42e2ad5c0,within_expected_range,0.3319070904645477,0.1552567237163814,0.2136308068459657,0.2992053789731051,2,0,0.0003055300947143,6546,,1980456,Epuyen/18-19_Patient_7_12/7/18,,Argentina,,,COMPLETE,L,,False
MN258171.1,MN258171,"MN258171.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_19_1/2/19 segment L, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,L,6547,0.3690239804490606,2cf47b5fee1c7dd0a4d818bb75fa3e1c15cd10ad341a8e97b2571a9168c674d0,within_expected_range,0.3319077440048877,0.1553383228959829,0.2136856575530777,0.2990682755460516,0,0,0.0,6547,,1980456,Epuyen/18-19_Patient_19_1/2/19,,Argentina,,,COMPLETE,L,,False
